timestamp_s,latitude_deg,longitude_deg,altitude_m,speed_m_per_s
1735732808.0,37.611469,-122.3943645,9.0,30
1735732808.1,37.6114517,-122.3943384,9.0,30
1735732808.2,37.6114344,-122.3943123,9.0,30
1735732808.3,37.6114171,-122.3942862,9.0,30
1735732808.4,37.6113998,-122.3942601,9.0,30
1735732808.5,37.6113825,-122.394234,9.0,30
1735732808.6,37.6113652,-122.3942079,9.0,30
1735732808.7,37.6113479,-122.3941817,9.0,30
1735732808.8,37.6113308,-122.3941554,9.0,30
1735732808.9,37.6113138,-122.394129,9.0,30
1735732809.0,37.6112967,-122.3941027,9.0,30
1735732809.1,37.6112796,-122.3940763,9.0,30
1735732809.2,37.6112626,-122.39405,9.0,30
1735732809.3,37.6112455,-122.3940236,9.0,30
1735732809.4,37.6112284,-122.3939973,9.0,30
1735732809.5,37.6112114,-122.3939709,9.0,30
1735732809.6,37.6111943,-122.3939446,9.0,30
1735732809.7,37.6111772,-122.3939182,9.0,30
1735732809.8,37.6111602,-122.3938918,9.0,30
1735732809.9,37.6111431,-122.3938655,9.0,30
1735732810.0,37.6111261,-122.3938391,9.0,30
1735732810.1,37.611109,-122.3938127,9.0,30
1735732810.2,37.611092,-122.3937864,9.0,30
1735732810.3,37.6110749,-122.39376,9.0,30
1735732810.4,37.6110579,-122.3937336,9.0,30
1735732810.5,37.6110408,-122.3937073,9.0,30
1735732810.6,37.6110238,-122.3936809,9.0,30
1735732810.7,37.6110067,-122.3936545,9.0,30
1735732810.8,37.6109897,-122.3936281,9.0,30
1735732810.9,37.6109727,-122.3936017,9.0,30
1735732811.0,37.6109557,-122.3935752,9.0,30
1735732811.1,37.6109387,-122.3935488,9.0,30
1735732811.2,37.6109217,-122.3935224,9.0,30
1735732811.3,37.6109047,-122.393496,9.0,30
1735732811.4,37.6108877,-122.3934696,9.0,30
1735732811.5,37.6108707,-122.3934432,9.0,30
1735732811.6,37.6108537,-122.3934167,9.0,30
1735732811.7,37.6108368,-122.3933903,9.0,30
1735732811.8,37.6108201,-122.3933636,9.0,30
1735732811.9,37.6108033,-122.393337,9.0,30
1735732812.0,37.6107866,-122.3933103,9.0,30
1735732812.1,37.6107698,-122.3932836,9.0,30
1735732812.2,37.6107531,-122.393257,9.0,30
1735732812.3,37.6107363,-122.3932303,9.0,30
1735732812.4,37.6107196,-122.3932036,9.0,30
1735732812.5,37.6107028,-122.393177,9.0,30
1735732812.6,37.6106861,-122.3931503,9.0,30
1735732812.7,37.6106692,-122.3931237,8.91,30
1735732812.8,37.6106523,-122.3930972,8.81,30
1735732812.9,37.6106354,-122.3930707,8.7,30
1735732813.0,37.6106185,-122.3930441,8.6,30
1735732813.1,37.6106016,-122.3930176,8.5,30
1735732813.2,37.6105847,-122.3929911,8.39,30
1735732813.3,37.6105678,-122.3929646,8.29,30
1735732813.4,37.610551,-122.392938,8.18,30
1735732813.5,37.6105341,-122.3929115,8.08,30
1735732813.6,37.6105172,-122.3928849,8.0,30
1735732813.7,37.6105005,-122.3928582,8.0,30
1735732813.8,37.6104838,-122.3928314,8.0,30
1735732813.9,37.6104672,-122.3928047,8.0,30
1735732814.0,37.6104505,-122.3927779,8.0,30
1735732814.1,37.6104338,-122.3927512,8.0,30
1735732814.2,37.6104171,-122.3927245,8.0,30
1735732814.3,37.6104005,-122.3926977,8.0,30
1735732814.4,37.6103838,-122.392671,8.0,30
1735732814.5,37.6103671,-122.3926442,8.0,30
1735732814.6,37.6103504,-122.3926175,8.0,30
1735732814.7,37.6103338,-122.3925908,8.08,30
1735732814.8,37.6103171,-122.3925641,8.19,30
1735732814.9,37.6103005,-122.3925373,8.29,30
1735732815.0,37.6102838,-122.3925106,8.4,30
1735732815.1,37.6102671,-122.3924838,8.51,30
1735732815.2,37.6102505,-122.3924571,8.61,30
1735732815.3,37.6102338,-122.3924303,8.72,30
1735732815.4,37.6102171,-122.3924036,8.83,30
1735732815.5,37.6102005,-122.3923768,8.93,30
1735732815.6,37.6101837,-122.3923501,9.04,30
1735732815.7,37.6101669,-122.3923235,9.14,30
1735732815.8,37.61015,-122.3922969,9.24,30
1735732815.9,37.6101332,-122.3922703,9.35,30
1735732816.0,37.6101164,-122.3922438,9.45,30
1735732816.1,37.6100995,-122.3922172,9.55,30
1735732816.2,37.6100827,-122.3921906,9.65,30
1735732816.3,37.6100659,-122.392164,9.76,30
1735732816.4,37.6100491,-122.3921374,9.86,30
1735732816.5,37.6100322,-122.3921108,9.96,30
1735732816.6,37.6100153,-122.3920843,10.0,30
1735732816.7,37.6099984,-122.3920578,10.0,30
1735732816.8,37.6099815,-122.3920313,10.0,30
1735732816.9,37.6099646,-122.3920048,10.0,30
1735732817.0,37.6099477,-122.3919783,10.0,30
1735732817.1,37.6099308,-122.3919518,10.0,30
1735732817.2,37.6099138,-122.3919253,10.0,30
1735732817.3,37.6098969,-122.3918988,10.0,30
1735732817.4,37.60988,-122.3918722,10.0,30
1735732817.5,37.6098631,-122.3918457,10.0,30
1735732817.6,37.6098461,-122.3918194,10.0,30
1735732817.7,37.6098291,-122.391793,10.0,30
1735732817.8,37.609812,-122.3917667,10.0,30
1735732817.9,37.609795,-122.3917403,10.0,30
1735732818.0,37.6097779,-122.3917139,10.0,30
1735732818.1,37.6097609,-122.3916876,10.0,30
1735732818.2,37.6097438,-122.3916612,10.0,30
1735732818.3,37.6097268,-122.3916348,10.0,30
1735732818.4,37.6097097,-122.3916084,10.0,30
1735732818.5,37.6096927,-122.3915821,10.0,30
1735732818.6,37.6096757,-122.3915557,10.0,30
1735732818.7,37.6096587,-122.3915293,10.0,30
1735732818.8,37.6096416,-122.3915029,10.0,30
1735732818.9,37.6096246,-122.3914766,10.0,30
1735732819.0,37.6096076,-122.3914502,10.0,30
1735732819.1,37.6095905,-122.3914238,10.0,30
1735732819.2,37.6095735,-122.3913974,10.0,30
1735732819.3,37.6095565,-122.391371,10.0,30
1735732819.4,37.6095394,-122.3913446,10.0,30
1735732819.5,37.6095224,-122.3913183,9.99,30
1735732819.6,37.6095052,-122.391292,9.96,30
1735732819.7,37.6094881,-122.3912658,9.94,30
1735732819.8,37.6094709,-122.3912395,9.91,30
1735732819.9,37.6094538,-122.3912133,9.88,30
1735732820.0,37.6094366,-122.391187,9.86,30
1735732820.1,37.6094195,-122.3911607,9.83,30
1735732820.2,37.6094023,-122.3911345,9.81,30
1735732820.3,37.6093852,-122.3911082,9.78,30
1735732820.4,37.609368,-122.391082,9.75,30
1735732820.5,37.6093509,-122.3910557,9.73,30
1735732820.6,37.6093337,-122.3910295,9.7,30
1735732820.7,37.6093166,-122.3910032,9.67,30
1735732820.8,37.6092994,-122.3909769,9.65,30
1735732820.9,37.6092823,-122.3909507,9.62,30
1735732821.0,37.6092651,-122.3909244,9.6,30
1735732821.1,37.609248,-122.3908982,9.57,30
1735732821.2,37.6092308,-122.3908719,9.54,30
1735732821.3,37.6092137,-122.3908456,9.52,30
1735732821.4,37.6091965,-122.3908194,9.49,30
1735732821.5,37.6091794,-122.3907931,9.46,30
1735732821.6,37.6091622,-122.3907669,9.44,30
1735732821.7,37.6091451,-122.3907406,9.41,30
1735732821.8,37.6091279,-122.3907143,9.39,30
1735732821.9,37.6091107,-122.3906881,9.36,30
1735732822.0,37.6090936,-122.3906618,9.33,30
1735732822.1,37.6090764,-122.3906356,9.31,30
1735732822.2,37.6090593,-122.3906093,9.28,30
1735732822.3,37.6090421,-122.390583,9.25,30
1735732822.4,37.609025,-122.3905568,9.23,30
1735732822.5,37.6090078,-122.3905305,9.2,30
1735732822.6,37.6089907,-122.3905043,9.18,30
1735732822.7,37.6089735,-122.390478,9.15,30
1735732822.8,37.6089564,-122.3904518,9.12,30
1735732822.9,37.6089392,-122.3904255,9.1,30
1735732823.0,37.6089221,-122.3903992,9.07,30
1735732823.1,37.6089049,-122.390373,9.04,30
1735732823.2,37.6088878,-122.3903467,9.02,30
1735732823.3,37.6088706,-122.3903205,8.99,30
1735732823.4,37.6088535,-122.3902942,8.97,30
1735732823.5,37.6088363,-122.3902679,8.94,30
1735732823.6,37.6088192,-122.3902417,8.91,30
1735732823.7,37.608802,-122.3902154,8.89,30
1735732823.8,37.6087849,-122.3901892,8.86,30
1735732823.9,37.6087677,-122.3901629,8.83,30
1735732824.0,37.6087505,-122.3901366,8.81,30
1735732824.1,37.6087334,-122.3901104,8.78,30
1735732824.2,37.6087162,-122.3900841,8.76,30
1735732824.3,37.6086991,-122.3900579,8.73,30
1735732824.4,37.6086819,-122.3900316,8.7,30
1735732824.5,37.6086648,-122.3900053,8.68,30
1735732824.6,37.6086476,-122.3899791,8.65,30
1735732824.7,37.6086305,-122.3899528,8.62,30
1735732824.8,37.6086133,-122.3899266,8.6,30
1735732824.9,37.6085962,-122.3899003,8.57,30
1735732825.0,37.608579,-122.3898741,8.55,30
1735732825.1,37.6085619,-122.3898478,8.52,30
1735732825.2,37.6085447,-122.3898215,8.49,30
1735732825.3,37.6085276,-122.3897953,8.47,30
1735732825.4,37.6085104,-122.389769,8.44,30
1735732825.5,37.6084933,-122.3897428,8.41,30
1735732825.6,37.6084761,-122.3897165,8.39,30
1735732825.7,37.608459,-122.3896902,8.36,30
1735732825.8,37.6084418,-122.389664,8.34,30
1735732825.9,37.6084247,-122.3896377,8.31,30
1735732826.0,37.6084075,-122.3896115,8.28,30
1735732826.1,37.6083904,-122.3895852,8.26,30
1735732826.2,37.6083732,-122.3895589,8.23,30
1735732826.3,37.608356,-122.3895327,8.2,30
1735732826.4,37.6083389,-122.3895064,8.18,30
1735732826.5,37.6083217,-122.3894802,8.15,30
1735732826.6,37.6083046,-122.3894539,8.12,30
1735732826.7,37.6082874,-122.3894276,8.1,30
1735732826.8,37.6082703,-122.3894014,8.07,30
1735732826.9,37.6082531,-122.3893751,8.05,30
1735732827.0,37.608236,-122.3893489,8.02,30
1735732827.1,37.6082189,-122.3893225,8.0,30
1735732827.2,37.6082022,-122.3892957,8.0,30
1735732827.3,37.6081856,-122.389269,8.0,30
1735732827.4,37.6081689,-122.3892422,8.0,30
1735732827.5,37.6081523,-122.3892154,8.0,30
1735732827.6,37.6081356,-122.3891887,8.0,30
1735732827.7,37.608119,-122.3891619,8.0,30
1735732827.8,37.6081023,-122.3891352,8.0,30
1735732827.9,37.6080857,-122.3891084,8.0,30
1735732828.0,37.608069,-122.3890816,8.0,30
1735732828.1,37.6080524,-122.3890549,8.0,30
1735732828.2,37.6080357,-122.3890281,8.0,30
1735732828.3,37.6080191,-122.3890013,8.0,30
1735732828.4,37.6080024,-122.3889746,8.0,30
1735732828.5,37.6079858,-122.3889478,8.0,30
1735732828.6,37.6079691,-122.3889211,8.0,30
1735732828.7,37.6079525,-122.3888943,8.0,30
1735732828.8,37.6079358,-122.3888675,8.0,30
1735732828.9,37.6079192,-122.3888408,8.0,30
1735732829.0,37.6079025,-122.388814,8.0,30
1735732829.1,37.6078859,-122.3887872,8.0,30
1735732829.2,37.6078692,-122.3887605,8.0,30
1735732829.3,37.6078526,-122.3887337,8.0,30
1735732829.4,37.6078359,-122.388707,8.0,30
1735732829.5,37.6078193,-122.3886802,8.0,30
1735732829.6,37.6078026,-122.3886534,8.0,30
1735732829.7,37.6077857,-122.3886269,8.01,30
1735732829.8,37.6077685,-122.3886006,8.03,30
1735732829.9,37.6077514,-122.3885744,8.06,30
1735732830.0,37.6077342,-122.3885481,8.08,30
1735732830.1,37.6077171,-122.3885219,8.1,30
1735732830.2,37.6076999,-122.3884956,8.12,30
1735732830.3,37.6076828,-122.3884694,8.15,30
1735732830.4,37.6076656,-122.3884431,8.17,30
1735732830.5,37.6076484,-122.3884169,8.19,30
1735732830.6,37.6076313,-122.3883906,8.22,30
1735732830.7,37.6076141,-122.3883644,8.24,30
1735732830.8,37.607597,-122.3883381,8.26,30
1735732830.9,37.6075798,-122.3883119,8.28,30
1735732831.0,37.6075627,-122.3882856,8.31,30
1735732831.1,37.6075455,-122.3882594,8.33,30
1735732831.2,37.6075283,-122.3882331,8.35,30
1735732831.3,37.6075112,-122.3882068,8.38,30
1735732831.4,37.607494,-122.3881806,8.4,30
1735732831.5,37.6074769,-122.3881543,8.42,30
1735732831.6,37.6074597,-122.3881281,8.45,30
1735732831.7,37.6074426,-122.3881018,8.47,30
1735732831.8,37.6074254,-122.3880756,8.49,30
1735732831.9,37.6074082,-122.3880493,8.51,30
1735732832.0,37.6073911,-122.3880231,8.54,30
1735732832.1,37.6073739,-122.3879968,8.56,30
1735732832.2,37.6073568,-122.3879706,8.58,30
1735732832.3,37.6073396,-122.3879443,8.61,30
1735732832.4,37.6073224,-122.3879181,8.63,30
1735732832.5,37.6073053,-122.3878918,8.65,30
1735732832.6,37.6072881,-122.3878656,8.67,30
1735732832.7,37.607271,-122.3878393,8.7,30
1735732832.8,37.6072538,-122.3878131,8.72,30
1735732832.9,37.6072367,-122.3877868,8.74,30
1735732833.0,37.6072195,-122.3877605,8.77,30
1735732833.1,37.6072023,-122.3877343,8.79,30
1735732833.2,37.6071852,-122.387708,8.81,30
1735732833.3,37.607168,-122.3876818,8.83,30
1735732833.4,37.6071509,-122.3876555,8.86,30
1735732833.5,37.6071337,-122.3876293,8.88,30
1735732833.6,37.6071166,-122.387603,8.9,30
1735732833.7,37.6070994,-122.3875768,8.93,30
1735732833.8,37.6070822,-122.3875505,8.95,30
1735732833.9,37.6070651,-122.3875243,8.97,30
1735732834.0,37.6070479,-122.387498,8.99,30
1735732834.1,37.6070308,-122.3874717,9.0,30
1735732834.2,37.6070137,-122.3874454,9.0,30
1735732834.3,37.6069966,-122.3874191,9.0,30
1735732834.4,37.6069795,-122.3873928,9.0,30
1735732834.5,37.6069623,-122.3873665,9.0,30
1735732834.6,37.6069452,-122.3873402,9.0,30
1735732834.7,37.6069281,-122.3873139,9.0,30
1735732834.8,37.606911,-122.3872876,9.0,30
1735732834.9,37.6068939,-122.3872613,9.0,30
1735732835.0,37.6068768,-122.387235,9.0,30
1735732835.1,37.6068597,-122.3872087,9.0,30
1735732835.2,37.6068425,-122.3871824,9.0,30
1735732835.3,37.6068254,-122.3871561,9.0,30
1735732835.4,37.6068083,-122.3871298,9.0,30
1735732835.5,37.6067912,-122.3871035,9.0,30
1735732835.6,37.6067741,-122.3870772,9.0,30
1735732835.7,37.606757,-122.3870509,9.0,30
1735732835.8,37.6067399,-122.3870246,9.0,30
1735732835.9,37.6067227,-122.3869984,9.0,30
1735732836.0,37.6067056,-122.3869721,9.0,30
1735732836.1,37.6066885,-122.3869458,9.0,30
1735732836.2,37.6066714,-122.3869195,9.0,30
1735732836.3,37.6066543,-122.3868932,9.0,30
1735732836.4,37.6066372,-122.3868669,9.0,30
1735732836.5,37.6066201,-122.3868406,9.0,30
1735732836.6,37.6066029,-122.3868143,9.0,30
1735732836.7,37.6065858,-122.386788,9.0,30
1735732836.8,37.6065687,-122.3867617,9.0,30
1735732836.9,37.6065516,-122.3867354,9.0,30
1735732837.0,37.6065345,-122.3867091,9.0,30
1735732837.1,37.6065174,-122.3866828,9.0,30
1735732837.2,37.6065003,-122.3866565,9.0,30
1735732837.3,37.6064831,-122.3866302,9.0,30
1735732837.4,37.606466,-122.3866039,9.0,30
1735732837.5,37.6064489,-122.3865776,9.0,30
1735732837.6,37.6064318,-122.3865513,9.0,30
1735732837.7,37.6064147,-122.386525,9.0,30
1735732837.8,37.6063976,-122.3864987,9.0,30
1735732837.9,37.6063805,-122.3864724,9.0,30
1735732838.0,37.6063633,-122.3864461,9.0,30
1735732838.1,37.6063462,-122.3864198,9.0,30
1735732838.2,37.6063291,-122.3863935,9.0,30
1735732838.3,37.606312,-122.3863672,9.0,30
1735732838.4,37.6062949,-122.3863409,9.0,30
1735732838.5,37.6062778,-122.3863146,9.0,30
1735732838.6,37.6062607,-122.3862883,9.0,30
1735732838.7,37.6062435,-122.386262,9.0,30
1735732838.8,37.6062264,-122.3862357,9.0,30
1735732838.9,37.6062093,-122.3862094,9.0,30
1735732839.0,37.6061922,-122.3861831,9.0,30
1735732839.1,37.6061751,-122.3861568,9.0,30
1735732839.2,37.606158,-122.3861305,9.0,30
1735732839.3,37.6061409,-122.3861042,9.0,30
1735732839.4,37.6061237,-122.3860779,9.0,30
1735732839.5,37.6061066,-122.3860517,9.0,30
1735732839.6,37.6060895,-122.3860254,9.0,30
1735732839.7,37.6060724,-122.3859991,9.0,30
1735732839.8,37.6060553,-122.3859728,9.0,30
1735732839.9,37.6060382,-122.3859465,9.0,30
1735732840.0,37.606021,-122.3859202,9.0,30
1735732840.1,37.6060039,-122.3858939,9.0,30
1735732840.2,37.6059868,-122.3858676,9.0,30
1735732840.3,37.6059697,-122.3858413,9.0,30
1735732840.4,37.6059526,-122.385815,9.0,30
1735732840.5,37.6059355,-122.3857887,9.0,30
1735732840.6,37.6059184,-122.3857624,9.0,30
1735732840.7,37.6059012,-122.3857361,9.0,30
1735732840.8,37.6058841,-122.3857098,9.0,30
1735732840.9,37.605867,-122.3856835,9.0,30
1735732841.0,37.6058499,-122.3856572,9.0,30
1735732841.1,37.6058328,-122.3856309,9.0,30
1735732841.2,37.6058157,-122.3856046,9.0,30
1735732841.3,37.6057986,-122.3855783,9.0,30
1735732841.4,37.6057815,-122.385552,9.0,30
1735732841.5,37.6057644,-122.3855257,9.0,30
1735732841.6,37.6057473,-122.3854994,9.0,30
1735732841.7,37.6057302,-122.3854731,9.0,30
1735732841.8,37.6057131,-122.3854468,9.0,30
1735732841.9,37.605696,-122.3854205,9.0,30
1735732842.0,37.6056789,-122.3853941,9.0,30
1735732842.1,37.6056618,-122.3853678,9.0,30
1735732842.2,37.6056447,-122.3853415,9.0,30
1735732842.3,37.6056276,-122.3853152,9.0,30
1735732842.4,37.6056105,-122.3852889,9.0,30
1735732842.5,37.6055934,-122.3852626,9.0,30
1735732842.6,37.6055763,-122.3852363,9.0,30
1735732842.7,37.6055592,-122.38521,9.0,30
1735732842.8,37.6055421,-122.3851837,9.0,30
1735732842.9,37.605525,-122.3851574,9.0,30
1735732843.0,37.6055079,-122.3851311,9.0,30
1735732843.1,37.6054907,-122.3851048,9.0,30
1735732843.2,37.6054736,-122.3850784,9.0,30
1735732843.3,37.6054565,-122.3850521,9.0,30
1735732843.4,37.6054394,-122.3850258,9.0,30
1735732843.5,37.6054223,-122.3849995,9.0,30
1735732843.6,37.6054052,-122.3849732,9.0,30
1735732843.7,37.6053881,-122.3849469,9.0,30
1735732843.8,37.605371,-122.3849206,9.0,30
1735732843.9,37.6053539,-122.3848943,9.0,30
1735732844.0,37.6053368,-122.384868,9.0,30
1735732844.1,37.6053197,-122.3848417,9.0,30
1735732844.2,37.6053026,-122.3848154,9.0,30
1735732844.3,37.6052855,-122.3847891,9.0,30
1735732844.4,37.6052684,-122.3847627,9.0,30
1735732844.5,37.6052513,-122.3847364,9.0,30
1735732844.6,37.6052342,-122.3847101,9.0,30
1735732844.7,37.6052171,-122.3846838,9.0,30
1735732844.8,37.6052,-122.3846575,9.0,30
1735732844.9,37.6051829,-122.3846312,9.0,30
1735732845.0,37.6051658,-122.3846049,9.0,30
1735732845.1,37.6051487,-122.3845786,9.0,30
1735732845.2,37.6051316,-122.3845523,9.0,30
1735732845.3,37.6051145,-122.384526,9.0,30
1735732845.4,37.6050974,-122.3844997,9.0,30
1735732845.5,37.6050803,-122.3844734,9.0,30
1735732845.6,37.6050632,-122.384447,9.0,30
1735732845.7,37.6050461,-122.3844207,9.0,30
1735732845.8,37.605029,-122.3843944,9.0,30
1735732845.9,37.6050119,-122.3843681,9.0,30
1735732846.0,37.6049948,-122.3843418,9.0,30
1735732846.1,37.6049777,-122.3843155,9.0,30
1735732846.2,37.6049606,-122.3842892,9.0,30
1735732846.3,37.6049434,-122.3842629,9.0,30
1735732846.4,37.6049263,-122.3842366,9.0,30
1735732846.5,37.6049092,-122.3842103,9.0,30
1735732846.6,37.6048921,-122.384184,9.0,30
1735732846.7,37.604875,-122.3841577,9.0,30
1735732846.8,37.6048579,-122.3841313,9.0,30
1735732846.9,37.6048408,-122.384105,9.0,30
1735732847.0,37.6048237,-122.3840787,9.0,30
1735732847.1,37.6048066,-122.3840524,9.0,30
1735732847.2,37.6047892,-122.3840264,9.0,30
1735732847.3,37.6047719,-122.3840003,9.0,30
1735732847.4,37.6047545,-122.3839743,9.0,30
1735732847.5,37.6047371,-122.3839483,9.0,30
1735732847.6,37.6047197,-122.3839222,9.0,30
1735732847.7,37.6047024,-122.3838962,9.0,30
1735732847.8,37.604685,-122.3838702,9.0,30
1735732847.9,37.6046676,-122.3838442,9.0,30
1735732848.0,37.6046503,-122.3838181,9.0,30
1735732848.1,37.6046329,-122.3837921,9.0,30
1735732848.2,37.6046155,-122.3837661,9.0,30
1735732848.3,37.6045982,-122.38374,9.0,30
1735732848.4,37.6045808,-122.383714,9.0,30
1735732848.5,37.6045634,-122.383688,9.0,30
1735732848.6,37.604546,-122.3836619,9.0,30
1735732848.7,37.6045287,-122.3836359,9.0,30
1735732848.8,37.6045113,-122.3836099,9.0,30
1735732848.9,37.6044939,-122.3835839,9.0,30
1735732849.0,37.6044766,-122.3835578,9.0,30
1735732849.1,37.6044592,-122.3835318,9.0,30
1735732849.2,37.6044421,-122.3835054,8.99,30
1735732849.3,37.6044252,-122.3834789,8.97,30
1735732849.4,37.6044082,-122.3834524,8.96,30
1735732849.5,37.6043913,-122.383426,8.94,30
1735732849.6,37.6043744,-122.3833995,8.93,30
1735732849.7,37.6043574,-122.383373,8.91,30
1735732849.8,37.6043405,-122.3833465,8.89,30
1735732849.9,37.6043235,-122.3833201,8.88,30
1735732850.0,37.6043066,-122.3832936,8.86,30
1735732850.1,37.6042897,-122.3832671,8.85,30
1735732850.2,37.6042727,-122.3832406,8.83,30
1735732850.3,37.6042558,-122.3832141,8.81,30
1735732850.4,37.6042389,-122.3831877,8.8,30
1735732850.5,37.6042219,-122.3831612,8.78,30
1735732850.6,37.604205,-122.3831347,8.77,30
1735732850.7,37.6041881,-122.3831082,8.75,30
1735732850.8,37.6041711,-122.3830817,8.73,30
1735732850.9,37.6041542,-122.3830553,8.72,30
1735732851.0,37.6041373,-122.3830288,8.7,30
1735732851.1,37.6041203,-122.3830023,8.68,30
1735732851.2,37.6041034,-122.3829758,8.67,30
1735732851.3,37.6040864,-122.3829494,8.65,30
1735732851.4,37.6040695,-122.3829229,8.64,30
1735732851.5,37.6040526,-122.3828964,8.62,30
1735732851.6,37.6040356,-122.3828699,8.6,30
1735732851.7,37.6040187,-122.3828434,8.59,30
1735732851.8,37.6040018,-122.382817,8.57,30
1735732851.9,37.6039848,-122.3827905,8.56,30
1735732852.0,37.6039679,-122.382764,8.54,30
1735732852.1,37.603951,-122.3827375,8.52,30
1735732852.2,37.603934,-122.382711,8.51,30
1735732852.3,37.6039171,-122.3826846,8.49,30
1735732852.4,37.6039002,-122.3826581,8.48,30
1735732852.5,37.6038832,-122.3826316,8.46,30
1735732852.6,37.6038663,-122.3826051,8.44,30
1735732852.7,37.6038493,-122.3825787,8.43,30
1735732852.8,37.6038324,-122.3825522,8.41,30
1735732852.9,37.6038155,-122.3825257,8.4,30
1735732853.0,37.6037985,-122.3824992,8.38,30
1735732853.1,37.6037816,-122.3824727,8.36,30
1735732853.2,37.6037647,-122.3824463,8.35,30
1735732853.3,37.6037477,-122.3824198,8.33,30
1735732853.4,37.6037308,-122.3823933,8.32,30
1735732853.5,37.6037139,-122.3823668,8.3,30
1735732853.6,37.6036969,-122.3823404,8.28,30
1735732853.7,37.60368,-122.3823139,8.27,30
1735732853.8,37.6036631,-122.3822874,8.25,30
